item_id,title,海外,台湾,青海省,四川省,湖南省,福建省,上海,黑龙江省,内蒙古自治区,北京,宁夏回族自治区,贵州省,广东省,江西省,江苏省,天津,香港特别行政区,陕西省,新疆维吾尔自治区,云南省,河南省,广西壮族自治区,浙江省,山东省,辽宁省,河北省,澳门特别行政区,甘肃省,西藏自治区,海南省,重庆,湖北省,安徽省,吉林省,山西省
19156723429,NISSIN/日清泡面 合味道猪骨浓汤风味86g/杯 速食杯面方便面,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1
19190395080,意大利进口莫利4#直身意大利面通心粉500g意面方便面z,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
19267412705,泰国进口养养酸辣虾味浓汤面350g/袋方便面泡面,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
20460056220,统一生活面 汤达人日式豚骨拉面125g*5袋 方便面泡面煮面五连包,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
25776380944,泰国进口艾米冬荫功味方便面350g进口泡面五连包,0,0,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,0,0
39469164706,Samyang/三养韩国进口拉面火鸡面辣鸡肉味拌面140g*5方便面,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
39812625179,香港寿桃鸡蛋面  非油炸香滑方便热干面汤面拌面挂面900g12个装,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
40035357488,公鸡西班牙原装进口螺丝形意大利面500g袋装方便速食意面,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1
40049152356,公鸡西班牙原装进口直条形意大利面3#500g袋装方便速食意面,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
40084987592,香港寿桃非油炸好面天天煮方便面24个实惠家庭装面条1.75kg*1箱,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1
40737271634,农心 辛拉面辣白菜8连包 组合装方便面韩国泡面 非火鸡面,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
42946659824,中裕龙须挂面1kg   细面条 速食面 方便早餐面食 不含食品添加剂,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,1,1,0
42947203476,富锦粉面鸡蛋面890g面条粉丝拉面挂面方便面速食炒面 凉面拌面,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
43799185179,希腊进口 Barilla/百味来#5直身形意大利面通心粉500g 意粉意面,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
44089259403,公仔面方便面泡面5连包海鲜面日式拉面耐煮火锅面5袋好有劲道泡面,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
44104260333,中国台湾进口 虎牌新竹米粉250g/袋 米线 细粉丝 米粉,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1
44378928831,五谷道场方便面非油炸 海带排骨五连包泡面107g*5包夜宵面袋装,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1
44528729263,南街村北京麻辣方便面65g*40 干吃面 拌面小时候的味道,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1
44529793649,鲜厨易200g火锅面日式乌冬面韩国拌面料理非火鸡面新老包装随机发,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
44880767059,Della/德拉意面通心粉螺旋形400g 意大利面通心粉螺丝意面方便面,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1
521044316981,公仔面方便面碗仔面整箱海鲜面小碗泡面桶装整箱日式劲爽拉面泡面,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1
521268164402,方便面阿宽红油面皮4连包420g白家食品方便面泡面,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
521481104828,柳全柳州螺蛳粉268g酸辣粉丝方便面速食米线广西柳州正宗特产,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
521828856382,河源霸王花米粉干900g广东特产纯大米做无添加米线细粉炒米丝粉丝,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
522917969888,农家御品方便速食果蔬彩蝶面100g宝宝婴儿无盐面条儿童辅食面,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,1,1,1
523029459309,Samyang/三养韩国进口拉面火鸡面辣鸡肉味拌面140g*5*2方便面,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
525343592301,陈克明面条 老妈厨房鸡蛋风味挂面900g鸡蛋面,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
525583170630,霸王花米粉河源米粉干米丝2.8kg粉条米排粉方便面米线粉丝早餐,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
527613675616,金沙河刀削面条 挂面 宽面手擀面500G油泼面 裤带面葱油拌面 凉面,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
527686230515,金龙鱼 龙须面麦芯挂面面条1kg 汤面 拌面 方便面,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1
527700017645,金龙鱼 荞麦面麦芯挂面面条1000g 荞麦杂粮面 方便面,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
528339077797,舒可曼意式面条250g方便面家用芝士焗意大利面意面意粉直身条形,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
530727447101,欧佩妮进口细直条形意大利面500g家用意面通心粉方便速食拌面,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
530766521300,螺霸王螺蛳粉280g广西粉丝米线方便面火鸡面,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
530781946049,欧佩妮进口螺丝形意大利面条500g家用意面通心粉方便速食拌面,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
536641902323,博大 谷蔬三彩面 500g 挂面 汤面 炒面 拌面 炸酱面,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
536679625672,博大 私家厨房 麦芯面坊 荞麦面 850g 挂面 汤面,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
537134804080,今麦郎糖醋排骨炒面110g/碗装 方便面速食面干拌面泡面,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1
537984427123,常记掌心脆多口味干脆面40包干吃面即食方便面休闲零食膨化大礼包,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
537989587874,柳全正宗广西柳州特产螺蛳粉袋装300g米线方便面非火鸡面酸辣米粉,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0
540107222446,魔法士方便面巴西烤肉味干脆面26g*48包整箱泡面拌面,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
540117568656,魔法士方便面香烤鸡翅味干脆面26g*48包整箱装泡面,0,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1
541883367939,五谷道场非油炸方便面番茄牛腩面107g*4包泡面煮面袋装,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1
543451384844,韩国进口九日牌味祖泡菜罐头160g/罐腌渍泡菜下饭菜,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
545017337595,常记掌心脆速食小吃干脆面24包多口味干吃面方便面休闲零食大礼包,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1
546023487784,陈克明面条 鸡蛋龙须挂面150g*10包鸡蛋面条小包,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
546049698574,华丰方便面三鲜伊面86g*24整箱干吃面泡面非火鸡面,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
546139263578,顾大嫂重庆小面麻辣味131g/桶非油炸方便面特色小吃,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,0
546234887429,华丰方便面三鲜伊面88g*24整箱排骨味干吃面泡面,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1
546270105716,顾大嫂重庆酸辣粉红薯粉*3桶300g非油炸方便速食,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
549226223437,意大利进口莫利4#直身意大利面500g*5意面方便面z,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
549612263167,香港进口日清出前一丁方便面 6口味12组合装（1200g）泡面煮面,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
550118475448,林道斯哈尔滨风味红肠熏煮香肠火腿肠熟食110g*4袋,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
554290525024,嘻螺会螺蛳粉320赠鹌鹑蛋广西柳州特色小吃速食酸辣粉非火鸡面,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
554394103241,嘻螺会螺蛳粉1600g礼盒装广西柳州特色米粉速食酸辣粉非火鸡面,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1
556270924973,【FD冻干面非油炸】海福盛私房香辣牛肉面6杯健康桶装方便面泡面,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
556438795183,【FD冻干面非油炸】海福盛牛肉面4杯整箱装 网红泡面桶装方便面,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
556683757941,玛格利芝士脆片420g*2盒内含小包装酥脆芝士味饼干,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
556818559287,卡奇手工锅巴麻辣味400g*2袋 休闲食品 办公室零食,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
557631649873,好欢螺螺蛳粉柳州特产美食方便面速食300gx1袋螺丝粉酸辣粉,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0
557694506928,好欢螺螺蛳粉柳州美食特产方便面速食400g*1袋螺丝粉酸辣粉,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
557784625938,白象挂面鸡蛋金丝面1000g方便速食圆面细圆面条炒面,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
559647560122,【良品铺子即食火锅470g】自煮自热即食方便网红懒人火锅,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1
561165742254,福临门挂面面条家宴系列细圆面900g汤面 拌面 热干面 炸酱面,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1
563272163573,希腊进口麦丽莎儿童意大利面条500g小猪佩奇卡通意面家用速食拌面,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
563482364626,咔咔莎莫小仙懒人自煮自热小火锅麻辣烫非火鸡面350g/盒内含筷子,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
563548549299,贝格棒自热小火锅340g重庆风味免煮即食网红速食懒人火锅,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
564834446853,螺霸王番茄味螺蛳粉柳州特产306g方便面不辣螺蛳粉舌尖上的中国,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
566186840170,【烈儿推荐】想念挂面特色武汉热干面342g*3方便速食盒装网红面,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1
566304693520,韩国味网红火鸡面港锦记140g*5超辣鸡肉味干拌拉面方便面泡面零食,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
567403946699,德庄430g自热火锅网红方便速食懒人自煮麻辣小火锅非方便面酸辣粉,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
568446816819,南越秀才桂林干拌叉烧米粉255g速泡秘制卤味方便面买二免一,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
568596020458,意大利进口意面REGGIA瑞杰(瑞际)19#500g意大利面通心粉家用速食,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
568598308396,意大利进口意面REGGIA瑞杰（瑞际）48#500g螺旋型意大利面速食,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
568650381087,韩国味港锦记火鸡面140g*10超辣拌面方便面拉面小零食非韩国进口,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
569005473260,神遇堂阳光晒面菠菜挂面280g/包营养蔬菜面条,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0
570076218497,宏途山药薄片番茄味180g*2袋 网红薯片休闲零食 膨化食品,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
570733396787,陈村方便面粉丝河粉整箱14袋多口味组合速食非油炸方便面泡面,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
570736900108,陈村方便面粉丝过桥米线整箱16袋4口味组合速食粉丝非油炸泡面,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1
570826019985,湖北襄阳特产解放桥牛肉面198g/盒手工碱面挂面面条,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
570910343702,农门山蕨根粉200g四川特产红油凉拌蕨根粉丝方便速食酸辣粉粉条,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
571438768540,水军锅巴蟹香蛋黄锅巴138g*2袋休闲零食网红零食,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
572176850256,【非油炸FD冻干面】和厨6口味组合面健康速食桶装方便面网红泡面,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
572489724266,山东德州扒鸡馨欣久香五香扒鸡脱骨熟食鸡肉单包500g*2袋,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
572993298958,巨香面条经典手擀挂面1000g挂面宽面方便面食炒面汤面拌面,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
573039347967,四洲即食方便面一品全素面香菇野菜味5连包全素配方泡面筋道煮面,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
573079347977,黑木崖棒斯基吮指原味蛋糕388g*2盒 糕点零食早餐点心 休闲下午茶,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
573122324158,秦之恋陕西凉皮280g零食酸辣米皮擀面皮夜宵方便美食零食小吃特产,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
573498185705,煮食工场原味挂面1000g面条热干面汤面凉面炸酱面把装,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
573741153035,潘高寿川贝枇杷糖33g+特强型润喉糖56g 清凉润喉,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
574031792128,稻花香过桥米线粉丝方便面泡面酸辣牛肉味108g*6包袋装,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
574120971754,稻花香6口味过桥米线袋装粉丝米粉方便面泡面非油炸,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
574426050740,食族人酸辣粉网红酸辣粉食人族重庆红薯粉条粉丝速食桶装130g,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
574623573990,今麦郎大今野红烧牛肉面24包整箱装方便面泡面面条干吃面袋面炒面,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
575067876517,玖玖爱壹指宽系列香辣火锅方便面126g桶装非油炸碗装泡面,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
575171981340,魔仙子魔芋凉皮酸辣味方便速食即食泡面粉丝米线方便面320g,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0
575223097980,爆款直降玖玖爱壹指宽系列红烧牛肉方便面106g桶装碗装泡面,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
575401375969,马来西亚进口维塔曼鸡汤口味唯他面方便面泡面干拌面食品390g年货,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
576001399401,Marutai/玛尔泰鹿儿岛风味日本进口拉面187g速食代餐,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
576112020826,【健康非油炸】和厨FD冻干速食面5口味10杯桶装方便面网红面泡面,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
576184079259,方便粉丝皇子重庆酸辣粉牛肉味440g4连包方便面红薯粉条小吃速食,0,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1
576626039672,食族人酸辣粉网红酸辣粉食人族重庆红薯粉条粉丝速食桶装6桶批发,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
577187484379,辣味客自热小火锅速食网红牛油方便懒人火锅麻辣速食自热火锅,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
577404240137,【小龙坎】方便火锅麻辣牛杂懒人速食即食自煮自热网红小火锅398g,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
577564125830,意大利进口意面维拉三色螺旋形意大利面450g通心粉家用面条方便面,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
577591384723,嗨吃家酸辣粉旗舰正品6桶整箱装重庆正宗网红酸辣粉桶装速食食品,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
577991491335,嗨吃家酸辣粉旗舰正品143g桶装重庆正宗网红酸辣粉速食食品粉丝,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
578704255639,闲居人东北烤冷面600g/袋东北特色小吃10片面片,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1
579108356205,螺状元柳州螺蛳粉280g*5袋礼盒装美味米线粉火鸡面酸辣味,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0
